code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014J,675663,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-108.0,,31.0,91.0,67.0,85.0,130.0,67.0,186.0,74.0,0.0,4.0,117.0,0.0,500.0,9.0,0.0,120.0,2.0,3.0,10.0
2014J,675773,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-107.0,,24.0,94.0,66.0,83.0,130.0,90.0,166.0,86.0,0.0,71.0,149.0,8.0,248.0,85.0,0.0,149.0,4.0,33.0,18.0
2014J,675840,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-105.0,,33.0,65.0,68.0,76.0,131.0,80.0,166.0,76.0,2.0,781.0,367.0,10.0,798.0,304.0,0.0,135.0,48.0,77.0,49.0
2014J,675853,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn,-10.0,73.0,,,,,,,,,0.0,21.0,31.0,0.0,98.0,0.0,0.0,3.0,4.0,6.0,0.0
2014J,675972,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-102.0,10.0,,,,,,,,,0.0,149.0,66.0,0.0,52.0,0.0,0.0,79.0,4.0,4.0,2.0
2014J,676025,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-98.0,,,,,,,,,,0.0,25.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2014J,676084,M,Scotland,HE Qualification,70-80%,0-35,0,30,N,Pass,-32.0,,32.0,89.0,67.0,85.0,130.0,83.0,165.0,82.0,0.0,36.0,308.0,0.0,937.0,87.0,0.0,157.0,6.0,2.0,20.0
2014J,676150,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-102.0,,,,,,,,,,0.0,18.0,18.0,0.0,35.0,0.0,0.0,2.0,0.0,4.0,0.0
2014J,676181,M,North Region,Lower Than A Level,,0-35,0,120,N,Withdrawn,-105.0,-66.0,,,,,,,,,,,,,,,,,,,
2014J,676333,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-23.0,,32.0,97.0,68.0,96.0,138.0,91.0,166.0,90.0,0.0,315.0,198.0,0.0,849.0,215.0,0.0,91.0,12.0,15.0,33.0
2014J,676482,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Distinction,-25.0,,18.0,97.0,64.0,91.0,129.0,81.0,165.0,86.0,1.0,887.0,661.0,0.0,1072.0,549.0,0.0,150.0,62.0,54.0,119.0
2014J,676611,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-102.0,,41.0,71.0,68.0,69.0,139.0,63.0,198.0,69.0,0.0,31.0,115.0,0.0,258.0,8.0,0.0,95.0,4.0,4.0,9.0
2014J,676676,M,Wales,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-36.0,,30.0,97.0,67.0,76.0,130.0,79.0,165.0,83.0,0.0,528.0,388.0,6.0,978.0,212.0,0.0,170.0,6.0,100.0,51.0
2014J,676722,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-9.0,,32.0,89.0,67.0,93.0,131.0,91.0,166.0,95.0,1.0,100.0,454.0,4.0,704.0,559.0,0.0,239.0,11.0,52.0,35.0
2014J,676724,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-102.0,,31.0,89.0,65.0,95.0,130.0,72.0,165.0,76.0,0.0,278.0,219.0,0.0,820.0,47.0,0.0,64.0,16.0,2.0,15.0
2014J,676805,M,Scotland,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-102.0,,32.0,91.0,67.0,93.0,130.0,78.0,165.0,87.0,0.0,121.0,365.0,0.0,1062.0,239.0,0.0,155.0,9.0,9.0,37.0
2014J,676812,M,Scotland,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,-102.0,,32.0,66.0,67.0,59.0,,,,,0.0,15.0,55.0,0.0,144.0,0.0,2.0,1.0,0.0,44.0,10.0
2014J,676834,F,Scotland,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,-101.0,,29.0,99.0,66.0,95.0,130.0,96.0,165.0,93.0,0.0,451.0,394.0,6.0,2113.0,616.0,0.0,121.0,24.0,28.0,49.0
2014J,677018,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-88.0,,25.0,98.0,67.0,92.0,130.0,77.0,160.0,94.0,0.0,142.0,249.0,0.0,545.0,303.0,0.0,115.0,12.0,48.0,19.0
2014J,677040,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-95.0,,31.0,99.0,67.0,99.0,130.0,76.0,166.0,90.0,0.0,372.0,289.0,3.0,585.0,226.0,1.0,84.0,20.0,2.0,36.0
2014J,677049,M,Scotland,A Level or Equivalent,10-20,0-35,0,30,N,Fail,-100.0,,33.0,68.0,,,131.0,67.0,,,0.0,2.0,31.0,0.0,72.0,0.0,0.0,2.0,2.0,0.0,3.0
2014J,677189,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,-92.0,,32.0,92.0,68.0,96.0,130.0,93.0,166.0,60.0,0.0,727.0,461.0,13.0,924.0,136.0,0.0,133.0,51.0,69.0,57.0
2014J,677197,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-100.0,,32.0,98.0,67.0,97.0,,,166.0,91.0,2.0,250.0,285.0,2.0,485.0,623.0,0.0,77.0,72.0,34.0,25.0
2014J,677232,M,North Western Region,HE Qualification,30-40%,35-55,0,30,N,Fail,-43.0,,26.0,80.0,67.0,78.0,,,,,0.0,178.0,227.0,3.0,617.0,1.0,1.0,109.0,6.0,88.0,52.0
2014J,677250,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,-65.0,,,,,,,,,,2.0,52.0,9.0,0.0,70.0,0.0,0.0,0.0,8.0,16.0,2.0
2014J,677416,M,North Region,Lower Than A Level,,0-35,0,90,N,Withdrawn,-25.0,12.0,,,,,,,,,,,,,,,,,,,
2014J,677457,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-25.0,,33.0,88.0,69.0,81.0,145.0,43.0,163.0,68.0,0.0,274.0,164.0,0.0,495.0,300.0,0.0,95.0,8.0,4.0,19.0
2014J,677459,M,Scotland,HE Qualification,40-50%,0-35,0,120,N,Pass,-74.0,,33.0,88.0,67.0,87.0,131.0,78.0,173.0,73.0,0.0,691.0,376.0,7.0,639.0,189.0,0.0,203.0,13.0,33.0,29.0
2014J,677507,M,South Region,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn,-16.0,73.0,,,,,,,,,0.0,230.0,40.0,10.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0
2014J,677631,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-95.0,110.0,34.0,57.0,69.0,80.0,,,,,0.0,0.0,61.0,3.0,169.0,0.0,0.0,2.0,0.0,2.0,6.0
2014J,677711,M,Scotland,A Level or Equivalent,40-50%,0-35,0,30,Y,Fail,-28.0,,,,,,,,,,0.0,0.0,38.0,0.0,238.0,0.0,0.0,108.0,0.0,0.0,0.0
2014J,677721,M,Scotland,A Level or Equivalent,20-30%,0-35,0,240,N,Withdrawn,-31.0,-8.0,,,,,,,,,,,,,,,,,,,
2014J,677741,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-14.0,,32.0,91.0,67.0,100.0,130.0,91.0,165.0,84.0,1.0,303.0,346.0,3.0,379.0,205.0,0.0,131.0,27.0,87.0,70.0
2014J,677772,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-84.0,79.0,,,,,,,,,0.0,0.0,8.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0
2014J,677776,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-15.0,12.0,,,,,,,,,0.0,1.0,37.0,1.0,31.0,0.0,0.0,147.0,0.0,4.0,4.0
2014J,677897,F,Scotland,HE Qualification,70-80%,0-35,0,150,N,Pass,-42.0,,24.0,90.0,67.0,70.0,129.0,64.0,165.0,72.0,0.0,148.0,200.0,9.0,361.0,267.0,1.0,86.0,19.0,104.0,23.0
2014J,677900,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-94.0,,31.0,80.0,67.0,95.0,129.0,97.0,163.0,78.0,0.0,460.0,368.0,2.0,742.0,211.0,0.0,218.0,21.0,40.0,62.0
2014J,677947,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,-37.0,,32.0,84.0,67.0,89.0,131.0,59.0,,,0.0,99.0,116.0,1.0,425.0,0.0,0.0,75.0,3.0,7.0,17.0
2014J,678015,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-81.0,,31.0,94.0,67.0,86.0,129.0,82.0,164.0,87.0,0.0,50.0,212.0,6.0,1342.0,282.0,7.0,130.0,46.0,28.0,17.0
2014J,678026,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-71.0,,32.0,66.0,67.0,76.0,130.0,43.0,171.0,62.0,0.0,104.0,152.0,0.0,341.0,74.0,0.0,95.0,23.0,28.0,20.0
2014J,678194,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-34.0,,32.0,96.0,67.0,92.0,130.0,92.0,166.0,93.0,0.0,629.0,472.0,2.0,1398.0,364.0,0.0,100.0,57.0,47.0,46.0
2014J,678267,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-65.0,,,,68.0,97.0,138.0,73.0,170.0,92.0,0.0,190.0,152.0,1.0,555.0,149.0,0.0,154.0,9.0,12.0,7.0
2014J,678310,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-72.0,12.0,32.0,94.0,,,,,,,0.0,31.0,92.0,3.0,192.0,0.0,0.0,98.0,6.0,11.0,15.0
2014J,678341,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction,-63.0,,32.0,94.0,67.0,94.0,131.0,96.0,165.0,92.0,2.0,2267.0,863.0,9.0,1087.0,508.0,12.0,174.0,17.0,104.0,165.0
2014J,678393,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail,-9.0,,44.0,90.0,68.0,96.0,,,,,0.0,103.0,139.0,3.0,330.0,2.0,0.0,0.0,13.0,17.0,31.0
2014J,678419,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-73.0,,29.0,94.0,67.0,93.0,130.0,73.0,167.0,85.0,0.0,70.0,211.0,0.0,368.0,139.0,1.0,168.0,11.0,52.0,49.0
2014J,678508,F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-34.0,,32.0,96.0,66.0,89.0,128.0,91.0,162.0,95.0,0.0,1035.0,513.0,21.0,839.0,584.0,2.0,135.0,13.0,27.0,41.0
2014J,678538,M,Wales,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-14.0,,32.0,97.0,68.0,82.0,131.0,74.0,163.0,88.0,0.0,514.0,488.0,19.0,1473.0,336.0,0.0,128.0,39.0,68.0,77.0
2014J,678613,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Withdrawn,-37.0,151.0,,,,,,,,,0.0,120.0,40.0,0.0,138.0,0.0,0.0,4.0,0.0,1.0,5.0
2014J,678701,F,Scotland,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-92.0,,42.0,87.0,68.0,96.0,131.0,80.0,166.0,88.0,0.0,112.0,115.0,0.0,430.0,120.0,0.0,1.0,5.0,4.0,16.0
2014J,678715,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-22.0,,29.0,96.0,67.0,96.0,135.0,44.0,163.0,53.0,2.0,181.0,239.0,8.0,464.0,34.0,1.0,165.0,48.0,58.0,22.0
2014J,678811,F,North Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-46.0,12.0,,,,,,,,,,,,,,,,,,,
2014J,678852,F,Scotland,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,-7.0,143.0,,,,,,,,,0.0,26.0,34.0,0.0,315.0,0.0,0.0,2.0,3.0,11.0,5.0
2014J,678860,M,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,-17.0,171.0,32.0,92.0,68.0,93.0,131.0,84.0,,,2.0,585.0,221.0,1.0,1016.0,49.0,0.0,72.0,38.0,53.0,21.0
2014J,678929,M,Ireland,Lower Than A Level,80-90%,0-35,0,90,N,Distinction,-85.0,,18.0,94.0,62.0,92.0,125.0,93.0,161.0,91.0,0.0,264.0,400.0,1.0,1554.0,452.0,0.0,170.0,7.0,14.0,85.0
2014J,678970,F,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-91.0,,29.0,97.0,67.0,92.0,130.0,87.0,165.0,93.0,0.0,19.0,156.0,0.0,616.0,53.0,0.0,82.0,7.0,9.0,19.0
2014J,679037,M,London Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,-57.0,-32.0,,,,,,,,,,,,,,,,,,,
2014J,679114,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-44.0,,29.0,85.0,64.0,83.0,127.0,66.0,166.0,77.0,0.0,171.0,375.0,5.0,907.0,169.0,0.0,79.0,12.0,5.0,49.0
2014J,679207,M,North Western Region,Lower Than A Level,30-40%,35-55,0,90,N,Pass,-60.0,,31.0,92.0,68.0,89.0,131.0,73.0,166.0,92.0,0.0,230.0,399.0,4.0,1117.0,243.0,0.0,121.0,16.0,7.0,40.0
2014J,679431,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Withdrawn,-66.0,-5.0,,,,,,,,,0.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,679539,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-87.0,39.0,,,,,,,,,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,679541,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,-60.0,,32.0,92.0,67.0,92.0,131.0,85.0,172.0,30.0,0.0,12.0,92.0,0.0,376.0,1.0,0.0,82.0,53.0,1.0,5.0
2014J,679569,M,Scotland,HE Qualification,,0-35,0,60,N,Distinction,-81.0,,30.0,90.0,66.0,94.0,129.0,89.0,163.0,90.0,0.0,84.0,117.0,0.0,158.0,96.0,1.0,85.0,21.0,70.0,14.0
2014J,679631,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-71.0,,19.0,86.0,66.0,87.0,129.0,83.0,160.0,70.0,0.0,503.0,423.0,0.0,1352.0,162.0,0.0,254.0,11.0,16.0,76.0
2014J,679801,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-52.0,,33.0,82.0,67.0,89.0,131.0,73.0,166.0,85.0,0.0,141.0,456.0,6.0,1382.0,226.0,8.0,136.0,40.0,34.0,44.0
2014J,679883,F,South East Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-29.0,-1.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,680074,F,London Region,Lower Than A Level,10-20,0-35,0,150,N,Withdrawn,-81.0,12.0,,,,,,,,,0.0,19.0,12.0,0.0,52.0,0.0,0.0,1.0,2.0,1.0,1.0
2014J,680133,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Distinction,-57.0,,33.0,100.0,68.0,98.0,131.0,91.0,165.0,79.0,0.0,184.0,271.0,0.0,618.0,247.0,0.0,57.0,4.0,35.0,26.0
2014J,680267,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-10.0,,37.0,71.0,68.0,87.0,131.0,69.0,166.0,76.0,0.0,49.0,162.0,2.0,238.0,125.0,0.0,112.0,15.0,17.0,23.0
2014J,680333,M,North Region,HE Qualification,0-10%,0-35,0,150,N,Withdrawn,-65.0,-54.0,,,,,,,,,,,,,,,,,,,
2014J,680442,M,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,-23.0,103.0,32.0,97.0,,,,,,,0.0,67.0,61.0,2.0,145.0,0.0,0.0,85.0,16.0,2.0,9.0
2014J,680483,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-81.0,,30.0,96.0,68.0,91.0,130.0,68.0,166.0,96.0,0.0,87.0,277.0,7.0,1005.0,262.0,0.0,177.0,20.0,12.0,57.0
2014J,680563,M,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Withdrawn,-49.0,12.0,,,,,,,,,0.0,0.0,28.0,0.0,65.0,0.0,0.0,33.0,0.0,0.0,1.0
2014J,680614,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-81.0,115.0,,,,,,,,,0.0,8.0,37.0,3.0,32.0,2.0,0.0,74.0,5.0,13.0,2.0
2014J,680644,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-59.0,,28.0,97.0,65.0,94.0,129.0,91.0,162.0,90.0,0.0,411.0,700.0,1.0,1423.0,345.0,0.0,223.0,2.0,13.0,132.0
2014J,680678,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn,-56.0,24.0,,,,,,,,,0.0,19.0,42.0,1.0,120.0,0.0,0.0,3.0,0.0,0.0,2.0
2014J,680765,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-22.0,,28.0,86.0,66.0,66.0,129.0,65.0,166.0,42.0,0.0,162.0,287.0,3.0,697.0,55.0,0.0,174.0,43.0,34.0,36.0
2014J,680804,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-23.0,,36.0,97.0,66.0,83.0,131.0,84.0,174.0,87.0,0.0,72.0,258.0,5.0,693.0,29.0,2.0,208.0,36.0,75.0,38.0
2014J,680829,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-46.0,12.0,,,,,,,,,0.0,21.0,29.0,0.0,34.0,0.0,0.0,65.0,0.0,8.0,4.0
2014J,680894,M,Scotland,HE Qualification,30-40%,0-35,0,30,N,Pass,-22.0,,31.0,63.0,67.0,98.0,129.0,74.0,172.0,58.0,1.0,53.0,151.0,3.0,401.0,13.0,0.0,87.0,50.0,10.0,9.0
2014J,681001,F,Scotland,HE Qualification,40-50%,35-55,0,60,Y,Distinction,-79.0,,28.0,98.0,65.0,98.0,129.0,97.0,161.0,94.0,0.0,2532.0,703.0,11.0,792.0,557.0,1.0,156.0,27.0,50.0,110.0
2014J,681095,M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Withdrawn,-79.0,34.0,,,,,,,,,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0
2014J,681200,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-44.0,,30.0,90.0,66.0,90.0,127.0,92.0,163.0,82.0,0.0,1223.0,820.0,0.0,737.0,462.0,1.0,146.0,12.0,123.0,79.0
2014J,681302,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-16.0,,32.0,76.0,67.0,89.0,130.0,64.0,165.0,76.0,0.0,0.0,90.0,0.0,216.0,78.0,0.0,118.0,8.0,25.0,11.0
2014J,681327,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-79.0,,29.0,97.0,68.0,95.0,131.0,86.0,174.0,53.0,0.0,137.0,103.0,7.0,456.0,7.0,0.0,79.0,5.0,5.0,9.0
2014J,681369,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-65.0,,30.0,97.0,66.0,90.0,130.0,91.0,164.0,92.0,0.0,734.0,286.0,3.0,540.0,397.0,0.0,191.0,11.0,60.0,28.0
2014J,681379,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-79.0,,33.0,73.0,76.0,70.0,,,179.0,18.0,0.0,385.0,134.0,3.0,116.0,67.0,0.0,121.0,4.0,7.0,42.0
2014J,681416,F,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-65.0,,32.0,87.0,71.0,88.0,137.0,65.0,164.0,61.0,0.0,915.0,517.0,2.0,867.0,245.0,0.0,213.0,9.0,16.0,92.0
2014J,681759,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-24.0,153.0,31.0,76.0,67.0,88.0,,,,,0.0,32.0,78.0,1.0,255.0,0.0,2.0,81.0,3.0,37.0,22.0
2014J,681852,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-23.0,34.0,,,,,,,,,0.0,11.0,11.0,0.0,28.0,0.0,0.0,103.0,0.0,0.0,0.0
2014J,681861,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-23.0,132.0,33.0,92.0,68.0,79.0,,,,,0.0,156.0,291.0,2.0,914.0,3.0,0.0,113.0,9.0,8.0,40.0
2014J,682041,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-74.0,-67.0,,,,,,,,,,,,,,,,,,,
2014J,682217,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-44.0,131.0,40.0,49.0,75.0,50.0,,,,,0.0,26.0,62.0,1.0,115.0,0.0,0.0,83.0,0.0,15.0,4.0
2014J,682239,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,-60.0,,33.0,76.0,67.0,93.0,131.0,86.0,165.0,97.0,1.0,393.0,287.0,2.0,444.0,193.0,0.0,163.0,67.0,79.0,31.0
2014J,682259,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-28.0,,33.0,76.0,68.0,59.0,136.0,43.0,,,0.0,0.0,91.0,1.0,193.0,0.0,0.0,90.0,4.0,21.0,11.0
2014J,682319,M,South Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,-37.0,12.0,,,,,,,,,0.0,0.0,39.0,0.0,72.0,0.0,0.0,40.0,0.0,0.0,2.0
2014J,682355,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,-64.0,,32.0,81.0,68.0,89.0,130.0,89.0,165.0,97.0,0.0,186.0,162.0,1.0,427.0,268.0,0.0,167.0,5.0,10.0,14.0
2014J,682414,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-72.0,12.0,,,,,,,,,0.0,7.0,31.0,0.0,30.0,0.0,0.0,95.0,0.0,8.0,0.0
2014J,682554,M,North Western Region,Lower Than A Level,30-40%,0-35,0,30,Y,Withdrawn,-57.0,47.0,,,,,,,,,0.0,17.0,7.0,1.0,154.0,0.0,0.0,91.0,0.0,0.0,0.0
2014J,682575,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-28.0,12.0,,,,,,,,,0.0,1.0,19.0,0.0,50.0,0.0,0.0,1.0,12.0,2.0,1.0
2014J,682673,F,South East Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-66.0,,,,,,,,,,,,,,,,,,,,
2014J,682717,M,Scotland,HE Qualification,20-30%,35-55,0,150,N,Fail,-38.0,,33.0,86.0,68.0,84.0,,,,,0.0,5.0,91.0,0.0,210.0,0.0,0.0,78.0,0.0,4.0,11.0
2014J,682758,F,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-24.0,,33.0,95.0,68.0,82.0,,,,,0.0,12.0,50.0,0.0,116.0,0.0,0.0,61.0,1.0,15.0,7.0
2014J,683079,M,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-67.0,,33.0,85.0,88.0,89.0,138.0,76.0,167.0,81.0,0.0,221.0,339.0,12.0,1111.0,217.0,1.0,154.0,19.0,23.0,54.0
2014J,683170,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-71.0,,,,,,,,,,,,,,,,,,,,
2014J,683246,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-45.0,,39.0,68.0,,,,,,,0.0,2.0,76.0,6.0,70.0,0.0,0.0,109.0,6.0,0.0,15.0
2014J,683270,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,-43.0,,31.0,96.0,75.0,94.0,137.0,84.0,165.0,82.0,0.0,975.0,350.0,8.0,994.0,231.0,2.0,162.0,14.0,23.0,106.0
2014J,683492,M,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-67.0,,22.0,89.0,62.0,64.0,124.0,76.0,158.0,82.0,0.0,1527.0,531.0,13.0,418.0,227.0,0.0,82.0,5.0,20.0,34.0
2014J,683640,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,-65.0,75.0,33.0,91.0,66.0,98.0,,,,,0.0,184.0,150.0,5.0,173.0,0.0,0.0,92.0,2.0,17.0,15.0
2014J,683728,M,North Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-21.0,,22.0,96.0,67.0,100.0,130.0,94.0,165.0,90.0,0.0,173.0,158.0,11.0,690.0,268.0,1.0,161.0,5.0,12.0,28.0
2014J,684050,M,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,-65.0,,15.0,93.0,67.0,98.0,129.0,92.0,164.0,95.0,0.0,456.0,502.0,4.0,795.0,437.0,0.0,163.0,38.0,38.0,33.0
2014J,684064,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-45.0,,33.0,93.0,76.0,83.0,131.0,54.0,166.0,83.0,0.0,487.0,286.0,1.0,250.0,463.0,1.0,80.0,70.0,31.0,37.0
2014J,684225,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-51.0,,33.0,97.0,75.0,88.0,141.0,45.0,176.0,88.0,0.0,30.0,185.0,0.0,315.0,198.0,2.0,180.0,17.0,64.0,25.0
2014J,684357,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-30.0,,32.0,97.0,67.0,95.0,131.0,90.0,165.0,98.0,0.0,311.0,390.0,7.0,1171.0,909.0,0.0,192.0,14.0,6.0,39.0
2014J,684473,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-23.0,184.0,33.0,70.0,87.0,67.0,,,,,0.0,204.0,209.0,3.0,587.0,0.0,0.0,84.0,2.0,4.0,24.0
2014J,684498,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,-60.0,-5.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,684504,M,London Region,HE Qualification,30-40%,35-55,0,30,N,Pass,-64.0,,38.0,89.0,68.0,61.0,135.0,70.0,169.0,55.0,0.0,49.0,167.0,1.0,691.0,143.0,0.0,116.0,3.0,5.0,20.0
2014J,684511,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-60.0,,29.0,96.0,69.0,84.0,131.0,63.0,168.0,87.0,0.0,22.0,116.0,0.0,510.0,110.0,0.0,76.0,6.0,3.0,16.0
2014J,684532,M,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,-53.0,,32.0,95.0,67.0,86.0,130.0,84.0,165.0,82.0,0.0,809.0,593.0,11.0,987.0,540.0,3.0,153.0,11.0,11.0,50.0
